#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
resize0.jpg,121500,"{""p1"":""p1""}",4,0,"{""name"":""rect"",""x"":72,""y"":393,""width"":52,""height"":180}","{""Label"":""p1""}"
resize0.jpg,121500,"{""p1"":""p1""}",4,1,"{""name"":""rect"",""x"":311,""y"":145,""width"":52,""height"":172}","{""Label"":""p2""}"
resize0.jpg,121500,"{""p1"":""p1""}",4,2,"{""name"":""rect"",""x"":273,""y"":28,""width"":33,""height"":129}","{""Label"":""p3""}"
resize0.jpg,121500,"{""p1"":""p1""}",4,3,"{""name"":""rect"",""x"":343,""y"":20,""width"":31,""height"":123}","{""Label"":""p4""}"
resize1.jpg,121323,"{}",4,0,"{""name"":""rect"",""x"":75,""y"":389,""width"":46,""height"":177}","{""Label"":""p1""}"
resize1.jpg,121323,"{}",4,1,"{""name"":""rect"",""x"":311,""y"":154,""width"":50,""height"":165}","{""Label"":""p2""}"
resize1.jpg,121323,"{}",4,2,"{""name"":""rect"",""x"":273,""y"":26,""width"":32,""height"":135}","{""Label"":""p3""}"
resize1.jpg,121323,"{}",4,3,"{""name"":""rect"",""x"":344,""y"":20,""width"":26,""height"":122}","{""Label"":""p4""}"
resize2.jpg,121461,"{}",4,0,"{""name"":""rect"",""x"":78,""y"":389,""width"":44,""height"":167}","{""Label"":""p1""}"
resize2.jpg,121461,"{}",4,1,"{""name"":""rect"",""x"":313,""y"":155,""width"":47,""height"":170}","{""Label"":""p2""}"
resize2.jpg,121461,"{}",4,2,"{""name"":""rect"",""x"":272,""y"":33,""width"":33,""height"":130}","{""Label"":""p3""}"
resize2.jpg,121461,"{}",4,3,"{""name"":""rect"",""x"":339,""y"":18,""width"":31,""height"":122}","{""Label"":""p4""}"
resize3.jpg,121705,"{}",4,0,"{""name"":""rect"",""x"":82,""y"":384,""width"":46,""height"":171}","{""Label"":""p1""}"
resize3.jpg,121705,"{}",4,1,"{""name"":""rect"",""x"":309,""y"":158,""width"":51,""height"":171}","{""Label"":""p2""}"
resize3.jpg,121705,"{}",4,2,"{""name"":""rect"",""x"":272,""y"":36,""width"":32,""height"":131}","{""Label"":""p3""}"
resize3.jpg,121705,"{}",4,3,"{""name"":""rect"",""x"":340,""y"":22,""width"":28,""height"":117}","{""Label"":""p4""}"
resize4.jpg,122240,"{}",4,0,"{""name"":""rect"",""x"":84,""y"":379,""width"":57,""height"":175}","{""Label"":""p1""}"
resize4.jpg,122240,"{}",4,1,"{""name"":""rect"",""x"":309,""y"":158,""width"":49,""height"":172}","{""Label"":""p2""}"
resize4.jpg,122240,"{}",4,2,"{""name"":""rect"",""x"":269,""y"":37,""width"":34,""height"":130}","{""Label"":""p3""}"
resize4.jpg,122240,"{}",4,3,"{""name"":""rect"",""x"":337,""y"":24,""width"":30,""height"":117}","{""Label"":""p4""}"
resize5.jpg,121810,"{}",4,0,"{""name"":""rect"",""x"":86,""y"":377,""width"":62,""height"":177}","{""Label"":""p1""}"
resize5.jpg,121810,"{}",4,1,"{""name"":""rect"",""x"":304,""y"":165,""width"":53,""height"":169}","{""Label"":""p2""}"
resize5.jpg,121810,"{}",4,2,"{""name"":""rect"",""x"":266,""y"":37,""width"":36,""height"":132}","{""Label"":""p3""}"
resize5.jpg,121810,"{}",4,3,"{""name"":""rect"",""x"":333,""y"":23,""width"":34,""height"":117}","{""Label"":""p4""}"
resize6.jpg,122145,"{}",4,0,"{""name"":""rect"",""x"":88,""y"":376,""width"":61,""height"":179}","{""Label"":""p1""}"
resize6.jpg,122145,"{}",4,1,"{""name"":""rect"",""x"":305,""y"":166,""width"":50,""height"":169}","{""Label"":""p2""}"
resize6.jpg,122145,"{}",4,2,"{""name"":""rect"",""x"":270,""y"":39,""width"":31,""height"":130}","{""Label"":""p3""}"
resize6.jpg,122145,"{}",4,3,"{""name"":""rect"",""x"":333,""y"":20,""width"":31,""height"":121}","{""Label"":""p4""}"
resize7.jpg,121768,"{}",4,0,"{""name"":""rect"",""x"":90,""y"":373,""width"":61,""height"":178}","{""Label"":""p1""}"
resize7.jpg,121768,"{}",4,1,"{""name"":""rect"",""x"":305,""y"":166,""width"":48,""height"":169}","{""Label"":""p2""}"
resize7.jpg,121768,"{}",4,2,"{""name"":""rect"",""x"":268,""y"":38,""width"":31,""height"":133}","{""Label"":""p3""}"
resize7.jpg,121768,"{}",4,3,"{""name"":""rect"",""x"":332,""y"":24,""width"":32,""height"":120}","{""Label"":""p4""}"
resize8.jpg,122228,"{}",4,0,"{""name"":""rect"",""x"":95,""y"":369,""width"":57,""height"":179}","{""Label"":""p1""}"
resize8.jpg,122228,"{}",4,1,"{""name"":""rect"",""x"":307,""y"":166,""width"":45,""height"":167}","{""Label"":""p2""}"
resize8.jpg,122228,"{}",4,2,"{""name"":""rect"",""x"":267,""y"":40,""width"":32,""height"":128}","{""Label"":""p3""}"
resize8.jpg,122228,"{}",4,3,"{""name"":""rect"",""x"":327,""y"":27,""width"":37,""height"":119}","{""Label"":""p4""}"
resize9.jpg,121182,"{}",4,0,"{""name"":""rect"",""x"":96,""y"":364,""width"":56,""height"":182}","{""Label"":""p1""}"
resize9.jpg,121182,"{}",4,1,"{""name"":""rect"",""x"":306,""y"":170,""width"":42,""height"":166}","{""Label"":""p2""}"
resize9.jpg,121182,"{}",4,2,"{""name"":""rect"",""x"":269,""y"":38,""width"":26,""height"":130}","{""Label"":""p3""}"
resize9.jpg,121182,"{}",4,3,"{""name"":""rect"",""x"":325,""y"":27,""width"":41,""height"":119}","{""Label"":""p4""}"
resize10.jpg,120828,"{}",4,0,"{""name"":""rect"",""x"":95,""y"":357,""width"":59,""height"":187}","{""Label"":""p1""}"
resize10.jpg,120828,"{}",4,1,"{""name"":""rect"",""x"":305,""y"":171,""width"":43,""height"":164}","{""Label"":""p2""}"
resize10.jpg,120828,"{}",4,2,"{""name"":""rect"",""x"":263,""y"":38,""width"":37,""height"":128}","{""Label"":""p3""}"
resize10.jpg,120828,"{}",4,3,"{""name"":""rect"",""x"":326,""y"":31,""width"":38,""height"":119}","{""Label"":""p4""}"
resize11.jpg,120846,"{}",4,0,"{""name"":""rect"",""x"":98,""y"":356,""width"":56,""height"":179}","{""Label"":""p1""}"
resize11.jpg,120846,"{}",4,1,"{""name"":""rect"",""x"":303,""y"":174,""width"":44,""height"":162}","{""Label"":""p2""}"
resize11.jpg,120846,"{}",4,2,"{""name"":""rect"",""x"":268,""y"":39,""width"":28,""height"":128}","{""Label"":""p3""}"
resize11.jpg,120846,"{}",4,3,"{""name"":""rect"",""x"":323,""y"":30,""width"":41,""height"":122}","{""Label"":""p4""}"
resize12.jpg,121952,"{}",4,0,"{""name"":""rect"",""x"":107,""y"":348,""width"":49,""height"":176}","{""Label"":""p1""}"
resize12.jpg,121952,"{}",4,1,"{""name"":""rect"",""x"":301,""y"":179,""width"":43,""height"":165}","{""Label"":""p2""}"
resize12.jpg,121952,"{}",4,2,"{""name"":""rect"",""x"":259,""y"":46,""width"":38,""height"":129}","{""Label"":""p3""}"
resize12.jpg,121952,"{}",4,3,"{""name"":""rect"",""x"":325,""y"":32,""width"":36,""height"":128}","{""Label"":""p4""}"
resize13.jpg,119864,"{}",4,0,"{""name"":""rect"",""x"":109,""y"":346,""width"":46,""height"":171}","{""label"":""p1""}"
resize13.jpg,119864,"{}",4,1,"{""name"":""rect"",""x"":299,""y"":184,""width"":43,""height"":163}","{""label"":""p2""}"
resize13.jpg,119864,"{}",4,2,"{""name"":""rect"",""x"":263,""y"":47,""width"":30,""height"":130}","{""label"":""p3""}"
resize13.jpg,119864,"{}",4,3,"{""name"":""rect"",""x"":322,""y"":34,""width"":38,""height"":121}","{""label"":""p4""}"
resize14.jpg,119689,"{}",4,0,"{""name"":""rect"",""x"":111,""y"":343,""width"":43,""height"":175}","{""Label"":""p1""}"
resize14.jpg,119689,"{}",4,1,"{""name"":""rect"",""x"":299,""y"":185,""width"":40,""height"":165}","{""Label"":""p2""}"
resize14.jpg,119689,"{}",4,2,"{""name"":""rect"",""x"":261,""y"":43,""width"":31,""height"":142}","{""Label"":""p3""}"
resize14.jpg,119689,"{}",4,3,"{""name"":""rect"",""x"":320,""y"":34,""width"":42,""height"":124}","{""Label"":""p4""}"
resize15.jpg,119425,"{}",4,0,"{""name"":""rect"",""x"":108,""y"":342,""width"":47,""height"":177}","{""label"":""p1""}"
resize15.jpg,119425,"{}",4,1,"{""name"":""rect"",""x"":293,""y"":186,""width"":48,""height"":172}","{""label"":""p2""}"
resize15.jpg,119425,"{}",4,2,"{""name"":""rect"",""x"":257,""y"":45,""width"":37,""height"":138}","{""label"":""p3""}"
resize15.jpg,119425,"{}",4,3,"{""name"":""rect"",""x"":320,""y"":34,""width"":38,""height"":123}","{""label"":""p4""}"
resize16.jpg,120245,"{}",4,0,"{""name"":""rect"",""x"":116,""y"":343,""width"":49,""height"":172}","{""Label"":""p1""}"
resize16.jpg,120245,"{}",4,1,"{""name"":""rect"",""x"":291,""y"":191,""width"":48,""height"":176}","{""Label"":""p2""}"
resize16.jpg,120245,"{}",4,2,"{""name"":""rect"",""x"":257,""y"":51,""width"":37,""height"":136}","{""Label"":""p3""}"
resize16.jpg,120245,"{}",4,3,"{""name"":""rect"",""x"":324,""y"":34,""width"":30,""height"":124}","{""Label"":""p4""}"
resize17.jpg,119702,"{}",4,0,"{""name"":""rect"",""x"":117,""y"":338,""width"":50,""height"":176}","{""label"":""p1""}"
resize17.jpg,119702,"{}",4,1,"{""name"":""rect"",""x"":289,""y"":195,""width"":50,""height"":176}","{""label"":""p2""}"
resize17.jpg,119702,"{}",4,2,"{""name"":""rect"",""x"":259,""y"":51,""width"":34,""height"":137}","{""label"":""p3""}"
resize17.jpg,119702,"{}",4,3,"{""name"":""rect"",""x"":324,""y"":34,""width"":29,""height"":124}","{""label"":""p4""}"
resize18.jpg,120571,"{}",4,0,"{""name"":""rect"",""x"":119,""y"":334,""width"":52,""height"":180}","{""Label"":""p1""}"
resize18.jpg,120571,"{}",4,1,"{""name"":""rect"",""x"":291,""y"":197,""width"":47,""height"":177}","{""Label"":""p2""}"
